,type_of_renewable_energy,installed_capacity_mw,energy_production_mwh,energy_consumption_mwh,energy_storage_capacity_mwh,storage_efficiency_percentage,grid_integration_level,initial_investment_usd,funding_sources,financial_incentives_usd,ghg_emission_reduction_tco2e,air_pollution_reduction_index,jobs_created
13837,Wind,155.2725686,190497.916,358213.0731,7142.705446,72.98279206,Isolated Microgrid,154446373.3,Government,11993515.92,30664.65966,99.8936122,296
13838,Tidal,240.3797652,93967.55101,375614.5585,860.065513,96.05004484,Partially Integrated,27264366.97,Private,925646.0612,11316.85616,32.49643048,1954
13839,Biomass,514.0228827,312494.5801,163484.5318,921.0666302,80.4467345,Fully Integrated,63639201.32,Government,2492392.694,38057.42426,39.28681922,2708
13840,Solar,918.97118,415423.7339,234342.942,877.9190938,86.91821505,Isolated Microgrid,26417989.96,Public-Private Partnership,4806789.28,17663.68044,10.73320307,993
13841,Wind,183.2145011,466116.9487,316659.8986,9663.130388,93.64402245,Fully Integrated,128224594.4,Government,6630553.862,14868.91235,55.3821185,1033
13842,Solar,453.6619593,234211.6936,309952.0697,6289.485018,85.70798858,Minimal Integration,97963755.21,Government,4235602.329,48768.37292,26.09092847,3048
13843,Hydroelectric,204.2987775,124770.7203,169761.3381,6010.33249,74.10352433,Partially Integrated,283426107.8,Government,6189765.516,15082.40906,98.40706609,795
13844,Hydroelectric,275.2417537,80139.16748,394311.3625,2382.361211,67.30740916,Partially Integrated,295487067.5,Private,14847123.51,32411.22655,38.19416517,1326
13845,Wave,308.210882,130166.017,228550.4884,3395.696828,88.3145154,Minimal Integration,71992830.42,Private,628879.6023,13265.79969,97.74187006,1101
13846,Wave,176.8178244,440105.0663,180427.4354,8441.6581,52.38266378,Partially Integrated,3849205.834,Public-Private Partnership,1170890.6,34879.28765,91.80433573,4506
13847,Biomass,644.244375,216150.2646,76292.04321,3455.393384,53.81551341,Fully Integrated,476411291.5,Government,14332808.78,28308.21637,78.71614283,4116
13848,Tidal,793.4630276,100881.9066,155975.612,1806.108741,93.84218553,Isolated Microgrid,12655542.15,Public-Private Partnership,16804179.2,46311.93179,25.93926004,2952
13849,Wind,958.9964395,18683.34858,205546.685,5269.848881,97.54235225,Isolated Microgrid,359758078.8,Private,18614557.88,43521.45903,97.95416379,4365
13850,Hydroelectric,260.5401098,373591.2531,65422.89185,8940.314446,74.62727949,Partially Integrated,94861778.64,Public-Private Partnership,4378926.244,46489.82905,69.28781291,361
13851,Wind,265.4471638,396506.5106,109072.0954,7922.173913,79.52021073,Isolated Microgrid,420730139.0,Public-Private Partnership,2453004.714,38203.72994,40.82853838,1270
13852,Wind,628.6223902,162544.6863,153816.2978,8816.624858,61.46907365,Isolated Microgrid,167481328.5,Government,11668293.33,34249.78693,83.00547669,2159
13853,Hydroelectric,378.6237433,58953.28283,251352.3747,4568.117893,68.04536832,Partially Integrated,375383113.7,Private,8166156.038,31666.8548,4.877459906,4111
13854,Tidal,476.0638885,388587.134,76563.57581,4408.213096,85.16462947,Minimal Integration,167841042.9,Private,1600362.157,49515.66277,63.16751076,4620
13855,Wave,175.4110024,449329.5903,302087.3627,9071.026765,96.66571028,Fully Integrated,151054269.4,Private,4950011.508,4731.672158,61.1603478,4945
13856,Tidal,363.6565892,482342.7923,202293.7394,4163.230097,96.35059192,Partially Integrated,224371411.5,Government,18588329.07,44519.52897,52.91276797,2078
13857,Solar,904.184245,462049.8773,235331.4866,9905.683561,87.10270548,Partially Integrated,47322913.97,Private,8652750.755,25943.47375,54.44706305,4428
13858,Geothermal,187.7406886,371047.3183,227503.9422,3003.669298,62.73459846,Minimal Integration,195155750.8,Private,9949409.328,45815.49598,79.27770013,42
13859,Wind,501.3534296,196413.2866,423362.7896,6139.916369,96.53444387,Minimal Integration,466001752.9,Public-Private Partnership,19497664.19,20235.3932,75.01087933,2640
13860,Solar,499.2315956,23303.03395,345946.7545,1799.183886,99.56708086,Minimal Integration,114686838.6,Public-Private Partnership,14549814.72,27607.89322,14.04227335,1349
13861,Hydroelectric,292.6609919,180024.4169,204449.8614,8207.990709,73.05868389,Partially Integrated,174550587.0,Private,10638143.58,20952.31597,65.08092386,3292
13862,Geothermal,71.9861182,369896.3428,283939.4633,1796.687359,96.00754746,Isolated Microgrid,193491264.9,Government,16280009.47,14074.78183,84.54486899,4961
13863,Biomass,508.9308844,239453.7745,295094.4617,754.5366424,73.09672099,Fully Integrated,368608905.6,Private,2749216.012,7027.290592,86.25968898,985
13864,Wave,584.6955751,346386.9253,30630.79617,7965.715726,77.31442228,Fully Integrated,255248137.1,Public-Private Partnership,913100.4203,7686.804667,33.55033271,62
13865,Tidal,104.5934882,413712.599,390973.2419,7683.396813,54.08016697,Partially Integrated,429216033.7,Public-Private Partnership,15904014.01,46259.07224,97.38698509,979
13866,Tidal,736.1951086,29396.29321,364850.3412,1745.657412,63.16617481,Isolated Microgrid,332855651.9,Government,18826016.11,4211.357572,63.49323345,569
13867,Solar,437.8331855,295316.6853,331107.1512,5810.356769,60.3191751,Isolated Microgrid,172683492.4,Private,14612775.41,30653.17726,56.62689209,75
13868,Hydroelectric,703.3538555,284864.259,287037.8891,6545.080102,54.07641045,Partially Integrated,353395156.3,Private,11757517.71,42828.42825,46.80073398,98
13869,Geothermal,787.6077193,290127.5238,191295.6455,5598.593887,67.34051697,Isolated Microgrid,375679836.3,Private,18405479.0,22821.43102,85.07086406,1018
13870,Tidal,885.0850082,392114.6857,127599.4332,2677.126286,86.49815865,Isolated Microgrid,499706694.2,Government,5763404.482,17210.68942,11.09210938,711
13871,Solar,463.9295512,340768.8864,263691.7627,6972.20636,55.4509498,Partially Integrated,17639744.46,Government,1718574.589,34338.70315,62.18074161,1933
13872,Biomass,551.2876443,272680.347,356787.4688,5525.259503,72.62704701,Isolated Microgrid,130295020.1,Government,8355867.865,25991.93815,41.86472017,4804
13873,Hydroelectric,832.8378018,253173.7399,31936.95412,8012.077658,81.246971,Partially Integrated,51412030.03,Government,12321145.12,28585.14488,20.02730275,4037
13874,Hydroelectric,39.0445947,301250.6223,47151.47176,232.7719641,93.51910625,Isolated Microgrid,357947832.0,Public-Private Partnership,14878357.0,21411.70876,18.75775847,3350
13875,Tidal,163.2312776,464786.6238,149297.3881,1287.825061,82.4203315,Minimal Integration,310665965.0,Public-Private Partnership,16734268.77,41912.81854,11.896219,4347
13876,Geothermal,64.57396331,493202.5454,33961.11535,3014.236981,71.3674031,Isolated Microgrid,248294564.8,Government,11527003.44,2441.939119,28.08488975,1531
13877,Hydroelectric,953.078082,372849.4337,211049.452,6839.242798,84.46219802,Fully Integrated,474679736.4,Private,2471066.264,10777.63607,96.24790547,1585
13878,Wind,581.3727283,257665.3589,36205.90203,1744.908237,97.74290023,Fully Integrated,436019135.3,Public-Private Partnership,9745045.692,40098.56368,73.3098977,1659
13879,Tidal,289.0005315,382623.7442,307137.633,6098.233448,90.47600826,Minimal Integration,408662534.6,Government,2780308.126,31906.80977,51.19453257,4292
13880,Geothermal,667.1437561,346755.4464,159923.8432,1138.627177,64.98814295,Minimal Integration,356554682.7,Public-Private Partnership,9781784.07,48379.0015,62.13253737,3165
13881,Biomass,878.7305383,225186.8846,133874.4415,7554.61278,70.09717902,Fully Integrated,137336763.3,Public-Private Partnership,13185624.68,15780.50211,15.86541967,4472
13882,Wind,8.416303508,111213.2594,340181.1902,1273.206885,54.95643248,Minimal Integration,155228208.2,Government,14628736.98,46648.27296,76.98106722,2028
13883,Wave,819.9144928,301006.3767,340819.3206,1826.128714,87.31213522,Fully Integrated,357790014.1,Public-Private Partnership,16532664.63,16773.49775,67.26627372,1134
13884,Solar,749.3396653,146483.2085,299019.8441,3081.99237,71.93148754,Minimal Integration,16208419.39,Private,18086725.05,43382.04684,2.158645425,429
13885,Solar,20.86917471,358316.5215,85038.79322,4287.434768,61.35293926,Partially Integrated,480184236.4,Public-Private Partnership,2175311.16,1372.788543,19.31831941,261
13886,Wind,514.7623602,410933.9214,394521.3735,3397.910775,83.12946546,Isolated Microgrid,28356143.56,Private,559709.2368,1651.558772,93.29069356,4065
13887,Geothermal,606.177719,271764.5539,261236.4132,4770.464871,86.05467232,Partially Integrated,163870660.0,Public-Private Partnership,6242703.623,37823.61152,21.82661015,4689
13888,Tidal,272.2767037,201054.2211,417775.2154,4402.256977,74.08798223,Fully Integrated,322457532.6,Public-Private Partnership,8479944.154,30104.78124,34.29164572,2327
13889,Wave,115.3527255,452276.8034,19500.40076,7471.152592,58.34299456,Isolated Microgrid,5588303.38,Public-Private Partnership,14021753.51,29206.09923,56.58191611,3499
13890,Biomass,812.4502984,143706.8711,408281.5956,9893.449261,70.86226191,Isolated Microgrid,205245425.1,Government,9332766.322,15024.1474,46.88136233,387
13891,Tidal,437.0889645,318131.8685,401709.1119,5056.497718,62.42849244,Partially Integrated,269256248.8,Public-Private Partnership,13527529.37,35685.19585,60.76224206,742
13892,Geothermal,522.8474062,297034.4572,142969.7316,4251.344602,80.29055381,Fully Integrated,110201137.2,Government,19600359.65,16124.92161,18.80707352,1632
13893,Hydroelectric,165.0046097,258265.6531,304746.9374,5538.652815,81.98166894,Partially Integrated,497752360.3,Public-Private Partnership,17589661.03,25185.26599,93.63222061,1310
13894,Solar,444.1868244,449564.5877,347703.6686,6912.956947,77.38258274,Isolated Microgrid,48340579.67,Government,7390505.079,43311.39918,44.28348744,550
13895,Tidal,507.8602661,269285.3971,233524.7853,6386.781373,83.31909288,Isolated Microgrid,443287056.5,Private,2766193.49,36716.33785,65.90441382,1796
13896,Geothermal,340.7779847,155988.8981,132817.9529,6186.048582,54.71394513,Fully Integrated,416302070.2,Government,8583674.568,35216.9678,1.75405948,4869
13897,Tidal,695.1684151,430641.936,167311.1173,6997.02813,88.2647906,Minimal Integration,276655320.2,Public-Private Partnership,8517787.006,44317.36836,86.29947022,2144
13898,Wind,561.8135226,193018.5789,332398.3125,5911.267305,97.36902078,Partially Integrated,461222778.8,Public-Private Partnership,15238685.58,19744.17744,91.18946378,1460
13899,Solar,474.1695984,464324.3946,429523.2349,9364.69585,77.4772474,Isolated Microgrid,441438809.5,Public-Private Partnership,6762367.753,38362.76067,80.36451053,2555
13900,Solar,995.1290085,376947.8989,310218.8028,9946.559437,61.14678207,Minimal Integration,149293086.2,Private,6564692.131,29820.67543,69.37220961,2734
13901,Wave,652.1103128,267175.0686,165692.6537,6237.567693,52.7391395,Isolated Microgrid,404314438.0,Private,13131317.95,10788.28312,61.04412837,2633
13902,Geothermal,998.8050204,206896.9475,54068.09284,5191.750849,83.29208183,Isolated Microgrid,418396459.0,Government,9848495.836,48231.82038,57.5272422,3861
13903,Geothermal,781.0961076,427384.7943,340249.7582,5163.568589,75.38240943,Fully Integrated,464519816.2,Private,18648266.53,3273.594575,90.13563034,4809
13904,Tidal,749.4067422,106155.1212,150920.2016,2192.693337,68.65695656,Isolated Microgrid,322056650.1,Government,19140148.4,39322.68239,50.54151972,185
13905,Wave,563.8688242,273859.1187,100562.665,9119.722631,88.82670246,Minimal Integration,67516860.79,Public-Private Partnership,17124745.72,13654.15874,30.27340188,4077
13906,Geothermal,610.8398353,192862.885,144200.2121,711.1110356,75.19592276,Partially Integrated,481637722.9,Private,1153239.281,48968.86242,91.36271978,3516
13907,Wind,180.4548173,415364.9202,92792.53239,1414.79947,75.42431721,Minimal Integration,175750975.7,Private,7496455.672,22617.17068,78.1744155,4796
13908,Wave,655.2800904,61858.44666,26804.88909,4989.591886,97.55490588,Fully Integrated,23938132.73,Private,2318011.005,20886.0136,36.83045158,909
13909,Wind,289.6662619,126565.5171,104955.47,1257.788219,98.08098629,Minimal Integration,115345835.8,Private,4266381.201,48397.65855,7.545247548,4643
13910,Solar,27.91380193,485359.3853,119394.2075,8629.060735,67.1078734,Minimal Integration,454024616.2,Government,17077808.1,46383.70942,6.453516934,4176
13911,Geothermal,203.4320813,440941.2816,59599.21494,5840.384446,84.38223149,Isolated Microgrid,108073403.2,Private,617560.0016,42090.26544,30.38486224,4311
13912,Wave,969.2852768,269784.4977,58494.68311,5067.996123,54.72883978,Fully Integrated,248840954.1,Government,1921357.227,24607.5671,68.58930167,227
13913,Geothermal,39.30873797,478230.1232,234217.0956,454.8715969,51.64178496,Fully Integrated,56872824.5,Public-Private Partnership,19743227.23,39202.01909,5.648988264,3722
13914,Wind,335.188388,381931.8781,291759.6268,5621.54388,57.99594477,Fully Integrated,364499663.6,Public-Private Partnership,563829.079,40434.50626,28.63095713,3545
13915,Geothermal,244.484836,371022.2646,40743.7144,5460.860352,95.44642803,Fully Integrated,339799021.2,Private,11040221.69,16544.17856,24.75828669,3018
13916,Biomass,399.1559852,470705.6753,63978.68751,3060.330245,94.90393837,Fully Integrated,158914218.7,Government,8135171.181,48677.82279,68.55787077,3611
13917,Biomass,767.3071611,373206.1005,334290.2034,1424.937978,60.71534444,Isolated Microgrid,247065975.7,Private,19595996.75,34627.62623,52.73149413,334
13918,Geothermal,278.3881672,473660.0508,183375.7599,4407.165008,53.94057244,Fully Integrated,469639171.9,Public-Private Partnership,10711525.03,20962.82646,26.19201315,3340
13919,Biomass,381.7089155,114451.5947,412711.5812,9407.306223,92.52196348,Minimal Integration,270726580.7,Private,921815.9606,16846.56302,69.17825037,846
13920,Hydroelectric,977.7731617,278785.1038,400742.7588,6606.027791,73.3380949,Fully Integrated,302956943.3,Government,11879832.97,22623.84931,98.36845579,1555
13921,Tidal,705.8715101,446407.7597,322313.4116,2947.180793,50.72880706,Partially Integrated,450705249.1,Private,151264.301,44550.78992,90.94240165,409
13922,Geothermal,831.9132522,281245.8386,214989.4969,7751.060456,90.557627,Isolated Microgrid,12412413.17,Public-Private Partnership,2879914.264,19080.83315,77.02079446,3289
13923,Biomass,644.0610849,139032.8236,169174.1917,2785.22513,67.48494424,Isolated Microgrid,186670509.3,Private,3560606.212,14410.62535,70.2225052,459
13924,Tidal,495.9247008,75504.49521,306072.7406,3705.847881,52.12519061,Partially Integrated,104817001.7,Government,1253329.494,19540.43899,60.44277053,4415
13925,Solar,262.8248105,253133.795,162673.3595,823.0462801,84.65151495,Isolated Microgrid,475465194.0,Government,12026675.69,4606.159365,40.96716396,1675
13926,Wind,803.225063,36116.37753,264115.7884,801.0140303,79.7317476,Partially Integrated,137056882.0,Government,16848138.68,3776.486649,34.17769889,4701
13927,Biomass,734.584213,111775.2923,346397.7818,5745.973732,67.09660359,Minimal Integration,14835175.38,Government,6962928.295,18201.28695,29.60033339,1192
13928,Wind,378.9628157,252139.9329,321335.5729,1237.891695,82.68177202,Isolated Microgrid,418134204.1,Private,10842753.16,31382.59682,24.76053167,1715
13929,Hydroelectric,228.779585,403353.4852,315036.9945,2934.332391,88.43749211,Fully Integrated,128602364.9,Private,12836933.56,11625.98029,24.46236231,369
13930,Solar,370.1293714,470781.5461,229347.1758,7275.05518,77.12302358,Partially Integrated,423270656.4,Public-Private Partnership,2449612.3,21010.81285,18.26006122,3673
13931,Biomass,979.144545,338247.5118,338582.9646,1292.741901,58.26219018,Fully Integrated,458420532.8,Government,9675245.911,12668.17203,38.6606401,1643
13932,Solar,391.5374101,34831.54067,220461.4974,3011.942651,88.60609465,Isolated Microgrid,95845681.21,Private,8617866.328,36418.49593,23.52340488,3261
13933,Wave,586.8476403,376235.6647,381986.1425,8315.588567,69.63926556,Isolated Microgrid,328884821.7,Public-Private Partnership,6391508.205,2579.322086,27.69371476,3170
13934,Wave,272.732347,164091.4528,297340.2817,9916.453276,63.0305121,Minimal Integration,56149432.51,Private,890463.0314,47038.29793,91.94508085,4555
13935,Geothermal,749.0878103,465776.4196,328991.654,65.40084143,99.76903887,Isolated Microgrid,14362161.02,Public-Private Partnership,5282744.858,38067.99501,94.02641364,1390
13936,Wave,305.9085267,86656.82611,410069.8473,4495.934373,63.61705215,Fully Integrated,155476110.8,Government,19127434.32,18504.31108,19.38746794,844
13937,Geothermal,836.6844497,111329.9141,60851.90343,9915.564535,61.18002517,Partially Integrated,341368372.1,Private,14073031.29,34517.90472,38.18445502,4785
13938,Tidal,685.0171782,257964.6739,34789.00933,9371.00434,84.28530754,Partially Integrated,132341600.8,Government,8066425.952,10955.21033,58.01051091,3302
13939,Solar,483.7100337,83400.73703,58882.68227,7956.989118,72.09507273,Isolated Microgrid,123451031.8,Private,18033162.97,8038.594408,65.24228157,532
13940,Biomass,309.5449267,228501.1511,61842.8911,8769.404259,98.51750226,Isolated Microgrid,391278569.5,Private,7289540.921,28369.56947,38.69553373,1184
13941,Hydroelectric,404.6458783,87929.90918,32977.75007,8080.810749,84.63593848,Minimal Integration,41415479.8,Government,6090949.353,29312.06792,76.19590441,302
